urn,authority_name,canonical_id,mads_file,alt_ids,related_works,urn_status,redirect_to,created_by,edited_by
urn:cite:perseus:author.481.1,Diocles Rhetor 1. Jh. n. Chr,tlg0162,PrimaryAuthors/D/Diocles (Julius)/Diocles(Julius).mads.xml,,,published,,feed_aggregator,
urn:cite:perseus:author.482.1,Diocles of Carystus,,PrimaryAuthors/D/Diocles of Carystus/n84-804676.xml.mads.xml,,,published,,feed_aggregator,
urn:cite:perseus:author.483.1,Diodorus Aristophaneus 1. Jh. v. Chr,tlg0166,PrimaryAuthors/D/Diodorus Aristophanaeus (Diodorus of Tarsus)/DiodorusAristophanaeus.mads.xml,,,published,,feed_aggregator,
urn:cite:perseus:author.484.1,Diodorus Epigrammaticus 1. Jh. v. Chr./1. Jh. n. Chr,tlg0163,PrimaryAuthors/D/Diodorus Epigrammatist/DiodorusEpigrammatist.mads.xml,,,published,,feed_aggregator,
urn:cite:perseus:author.485.1,Diodorus Periegeta um 300 v. Chr,tlg2265,PrimaryAuthors/D/Diodorus Periegeta/viaf17614165.mads.xml,,,published,,feed_aggregator,
urn:cite:perseus:author.486.1,Diodorus Rhetor Person der Antike,tlg1318,"PrimaryAuthors/D/Diodorus, Rhetor/DiodorusRhetor.mads.xml",,,published,,feed_aggregator,
urn:cite:perseus:author.487.1,Diodorus Sardianus fl.1. Jh. v. Chr,tlg0165,PrimaryAuthors/D/Diodorus of Sardis (Diodorus Sardensis)/DiodorusSardis.mads.xml,,,published,,feed_aggregator,
urn:cite:perseus:author.488.1,Diodorus Siculus,tlg0060,PrimaryAuthors/D/Diodorus Siculus/n50-28820.xml.mads.xml,,,published,,feed_aggregator,
urn:cite:perseus:author.489.1,Diodorus Sinopensis 3. Jh. v. Chr,tlg0444,PrimaryAuthors/D/Diodorus Sinopensis/DiodorusSinopensis.mads.xml,,,published,,feed_aggregator,
urn:cite:perseus:author.490.1,Diodorus Zonas fl.um 100 v. Chr,tlg0164,PrimaryAuthors/D/Diodorus Zonas (Zonas of Sardis)/DiodorusZonas.mads.xml,,,published,,feed_aggregator,
urn:cite:perseus:author.491.1,Diogenes Atheniensis 5. Jh. v. Chr,tlg0320,PrimaryAuthors/D/Diogenes Atheniensis/DiogenesAtheniensis.mads.xml,,,published,,feed_aggregator,
urn:cite:perseus:author.492.1,Diogenes Babylonius v240-v152,tlg1320,PrimaryAuthors/D/Diogenes Babylonius/DiogenesBabylonius.mads.xml,,,published,,feed_aggregator,
urn:cite:perseus:author.493.1,Diogenes Bishop of Amisus,tlg2128,"PrimaryAuthors/D/Diogenes, Bishop of Amisus/DiogenesAmisus.mads.xml",,,published,,feed_aggregator,
urn:cite:perseus:author.494.1,Diogenes Laertius,tlg0004,PrimaryAuthors/D/Diogenes Laertius/n80-67474.xml.mads.xml,,,published,,feed_aggregator,
urn:cite:perseus:author.495.1,Diogenes d. ca. 323 B.C,tlg0334,PrimaryAuthors/D/Diogenes of Sinope/n50-60366.mads.xml,,tlg1325.tlg001,published,,feed_aggregator,
urn:cite:perseus:author.496.1,Diogenes of Oenoanda,tlg1321,PrimaryAuthors/D/Diogenes of Oenoanda/n50-82073.mads.xml,,,published,,feed_aggregator,
urn:cite:perseus:author.497.1,Dionysius Andrius ca. 2. Jh. n. Chr,tlg0168,PrimaryAuthors/D/Dionysius of Andros/DionysiusAndros.mads.xml,,,published,,feed_aggregator,
urn:cite:perseus:author.498.1,Dionysius Antiochenus ca. 5./6. Jh,tlg4184,PrimaryAuthors/D/Dionysius Antiochenus/viaf399741.mads.xml,,,published,,feed_aggregator,
urn:cite:perseus:author.499.1,Dionysius Chalcus 5. Jh. v. Chr,tlg0246,"PrimaryAuthors/D/Dionysius, Chalcus/DionysiusChalcus.mads.xml",,,published,,feed_aggregator,
urn:cite:perseus:author.500.1,Dionysius Cyzicenus 3./2. Jh. v. Chr,tlg0169,PrimaryAuthors/D/Dionysius of Cyzicus/DionysiusCyzicus.mads.xml,,,published,,feed_aggregator,
urn:cite:perseus:author.501.1,Dionysius Epigrammaticus Person der Antike,tlg0167,PrimaryAuthors/D/Dionysius Epigrammaticus/DionysiusEpigrammaticus.mads.xml,,,published,,feed_aggregator,
urn:cite:perseus:author.502.1,Dionysius Heracleensis 4./3. Jh. v. Chr,tlg2185,PrimaryAuthors/D/Dionysius Heracleensis/DionysiusHeracleensis.mads.xml,,,published,,feed_aggregator,
urn:cite:perseus:author.503.1,Dionysius I ca. 430-367 B.C,tlg0330,"PrimaryAuthors/D/Dionysius, I, 430-367/n86-36496.mads.xml",,,published,,feed_aggregator,
urn:cite:perseus:author.504.1,Dionysius Milesius 5. Jh. v. Chr,tlg2466,PrimaryAuthors/D/Dionysius Milesius/viaf398808.mads.xml,,,published,,feed_aggregator,
urn:cite:perseus:author.505.1,Dionysius Periegetes,tlg0084,"PrimaryAuthors/D/Dionysius, Periegetes/viaf100902699.mads.xml",,,published,,feed_aggregator,
urn:cite:perseus:author.506.1,Dionysius Rhodius 3. Jh. v. Chr,tlg0170,PrimaryAuthors/D/Dionysius of Rhodes/DionysiusRhodes.mads.xml,,,published,,feed_aggregator,
urn:cite:perseus:author.507.1,Dionysius Samius 3./2. Jh. v. Chr,tlg2354,PrimaryAuthors/D/Dionysius Samius/viaf66856115.mads.xml,,,published,,feed_aggregator,
urn:cite:perseus:author.508.1,Dionysius Scytobrachion,tlg1881,PrimaryAuthors/D/Dionysius Scytobrachion/n85105429.madsxml.xml,,,published,,feed_aggregator,
urn:cite:perseus:author.509.1,Dionysius Sophista 1./2. Jh. n. Chr,tlg0171,PrimaryAuthors/D/Dionysius the Sophist/DionysiusSophist.mads.xml,,,published,,feed_aggregator,
urn:cite:perseus:author.510.1,Dionysius of Byzantium,tlg0083,PrimaryAuthors/D/Dionysius of Byzantium/no91013549.madsxml.xml,,,published,,feed_aggregator,
urn:cite:perseus:author.511.1,Dionysius of Halicarnassus,tlg0081,PrimaryAuthors/D/Dionysius of Halicarnassus/n50-82922.xml.mads.xml,,,published,,feed_aggregator,
urn:cite:perseus:author.512.1,Dionysius of Sinope 4th cent. B.C,tlg0445,PrimaryAuthors/D/Dionysius Sinopensis/no2008-72427.mads.xml,,,published,,feed_aggregator,
urn:cite:perseus:author.513.1,Dionysius the Younger,tlg0247,PrimaryAuthors/D/Dionysius the Younger/n85-326844.xml.mads.xml,,,published,,feed_aggregator,
urn:cite:perseus:author.514.1,"Dionysius, Aelius 2nd cent",tlg1323,"PrimaryAuthors/D/Dionysius, Aelius/no2007075328.madsxml.xml",,,published,,feed_aggregator,
urn:cite:perseus:author.515.1,Dionysodorus Troezenius 2. Jh. v. Chr,tlg1909,PrimaryAuthors/D/Dionysodorus/viaf71783613.mads.xml,,,published,,feed_aggregator,
urn:cite:perseus:author.516.1,Diophanes Myrinus 1. Jh. v. Chr,tlg0172,PrimaryAuthors/D/Diophanes of Myrina/DiophanesMyrinus.mads.xml,,,published,,feed_aggregator,
urn:cite:perseus:author.517.1,Diophantus Comicus Person der Antike,tlg0395,PrimaryAuthors/D/Diophantus Comicus/DiophantusComicus.mads.xml,,,published,,feed_aggregator,
urn:cite:perseus:author.518.1,Diophantus of Alexandria,tlg2039,PrimaryAuthors/D/Diophantus/n82-149799.mads.xml,,,published,,feed_aggregator,
urn:cite:perseus:author.519.1,Dioscorides 3rd cent. B.C,tlg0173,PrimaryAuthors/D/Dioscorides/nr2002-23705.xml.mads.xml,,,published,,feed_aggregator,
urn:cite:perseus:author.520.1,Dioscorides Historicus 4./3. Jh. v. Chr,tlg2409,PrimaryAuthors/D/Dioscorides Historicus/viaf57001568.mads.xml,,,published,,feed_aggregator,
urn:cite:perseus:author.521.1,Diotimus Adramyttenus fl.3. Jh. v. Chr,tlg0174,PrimaryAuthors/D/Diotimus Adramyttenus/DiotimusAdramyttenus.mads.xml,,,published,,feed_aggregator,
urn:cite:perseus:author.522.1,Diotimus Atheniensis fl.4./3. Jh. v. Chr,tlg0175,PrimaryAuthors/D/Diotimus Atheniensis/DiotimusAtheniensis.mads.xml,,,published,,feed_aggregator,
urn:cite:perseus:author.523.1,Diotimus Milesius fl.1. Jh. v. Chr,tlg0176,PrimaryAuthors/D/Diotimus Milesius/DiotimusMilesius.mads.xml,,,published,,feed_aggregator,
urn:cite:perseus:author.524.1,Dioxippus Comicus 4./2. Jh. v. Chr,tlg0446,PrimaryAuthors/D/Dioxippus/Dioxippus.mads.xml,,,published,,feed_aggregator,
urn:cite:perseus:author.525.1,Diphilus Atheniensis 4./3. Jh. v. Chr,tlg0177,PrimaryAuthors/D/Diphilus Epigrammaticus/DiphilusEpigrammaticus.mads.xml,,,published,,feed_aggregator,
urn:cite:perseus:author.526.1,Diphilus Iambographus 5. Jh. v. Chr,tlg0248,PrimaryAuthors/D/Diphilus Iambographus/DiphilusIambographus.mads.xml,,,published,,feed_aggregator,
urn:cite:perseus:author.527.1,Diphilus of Sinope 4th cent. B.C,tlg0447,PrimaryAuthors/D/Diphilus of Sinope/n85-125194.xml.mads.xml,,,published,,feed_aggregator,
urn:cite:perseus:author.528.1,Diyllus Atheniensis um 330-290 v. Chr,tlg1911,PrimaryAuthors/D/Diyllus Atheniensis/viaf17614196.mads.xml,,,published,,feed_aggregator,
urn:cite:perseus:author.529.1,"Donatus, Aelius",stoa0110,"PrimaryAuthors/D/Donatus, Aelius/n82-32152.mads.xml",,,published,,feed_aggregator,
urn:cite:perseus:author.530.1,"Donatus, Tiberius Claudius",stoa0110a,"PrimaryAuthors/D/Donatus, Tiberius Claudius/n88-115324.mads.xml",,,published,,feed_aggregator,
urn:cite:perseus:author.531.1,Dorcatius,phi0863,PrimaryAuthors/D/Dorcatius/nr95-20973.mads.xml,,,published,,feed_aggregator,
urn:cite:perseus:author.532.1,Dorotheus of Sidon,tlg1337,PrimaryAuthors/D/Dorotheus of Sidon/nr94-28610.mads.xml,,,published,,feed_aggregator,
urn:cite:perseus:author.533.1,Dosiadas Cretensis 3./2. Jh. v. Chr,tlg0208,PrimaryAuthors/D/Dosiadas/DosiadasCretensis.mads.xml,,,published,,feed_aggregator,
urn:cite:perseus:author.534.1,Dositheus Magister,tlg4096,PrimaryAuthors/D/Dositheus/nr2004036962.madsxml.xml,,,published,,feed_aggregator,
urn:cite:perseus:author.535.1,"Dracontius, Blossius Aemilius 5th cent",stoa0110b,PrimaryAuthors/D/Dracontius/n79-128938.xml.mads.xml,,,published,,feed_aggregator,
urn:cite:perseus:author.536.1,Dromo Comicus 4. Jh. v. Chr,tlg0448,PrimaryAuthors/D/Dromo/dromo.mads.xml,,,published,,feed_aggregator,
urn:cite:perseus:author.537.1,"Drusus, C",stoa0110c,PrimaryAuthors/D/Drusus (C.)/Drusus.mads.xml,,,published,,feed_aggregator,
urn:cite:perseus:author.538.1,"Drusus, C",,PrimaryAuthors/D/Drusus (C.)/Drusus.xml,,,published,,feed_aggregator,
urn:cite:perseus:author.539.1,Duris Eleaticus 4./3. Jh. v. Chr,tlg0178,PrimaryAuthors/D/Duris Epigrammaticus/Duris.mads.xml,,,published,,feed_aggregator,
urn:cite:perseus:author.540.1,Duris of Samos approximately 340 B.C.-approximately 260 B.C,tlg1339,PrimaryAuthors/D/Duris of Samos/n90715645.madsxml.xml,,,published,,feed_aggregator,
urn:cite:perseus:author.541.1,Eccardus de Uraugia ca. 1050-ca. 1125,stoa0113b,"PrimaryAuthors/E/Eccardus, de Uraugia/no2005-83739.mads.xml",,stoa0013b.stoa001,published,,feed_aggregator,
urn:cite:perseus:author.542.1,Echembrotus Lyricus 6. Jh. v. Chr,tlg0249,PrimaryAuthors/E/Echembrotus/echembrotus.mads.xml,,,published,,feed_aggregator,
urn:cite:perseus:author.543.1,Ecphantides Comicus 5. Jh. v. Chr,tlg0449,PrimaryAuthors/E/Ecphantides/Ecphantides.mads.xml,,,published,,feed_aggregator,
urn:cite:perseus:author.544.1,Egeria 4th/5th cent,stoa0111,PrimaryAuthors/E/Egeria/n84-128374.xml.mads.xml,,,published,,feed_aggregator,
urn:cite:perseus:author.545.1,Egnatius,phi0514,PrimaryAuthors/E/Egnatius/nr+95020975.mads.xml,,,published,,feed_aggregator,
urn:cite:perseus:author.546.1,Einhard ca. 770-840,stoa0112,PrimaryAuthors/E/Einhard/n50-46906.xml.mads.xml,,,published,,feed_aggregator,
urn:cite:perseus:author.547.1,"Ekkehard I, Dean of St. Gall d. 973",stoa0113,"PrimaryAuthors/E/Ekkehard, I/n80-84660.xml.mads.xml",,,published,,feed_aggregator,
urn:cite:perseus:author.548.1,Ekkehard IV ca. 980-ca. 1060,stoa0113a,"PrimaryAuthors/E/Ekkehard, IV/n82-72927.xml.mads.xml",,,published,,feed_aggregator,
urn:cite:perseus:author.549.1,Empedocles,tlg1342,PrimaryAuthors/E/Empedocles/n79-134944.xml.mads.xml,,,published,,feed_aggregator,
urn:cite:perseus:author.550.1,Emporius Orator,stoa0113c,"PrimaryAuthors/E/Emporius, Orator/nr96-29320.xml.mads.xml",,,published,,feed_aggregator,
urn:cite:perseus:author.551.1,"Ena, Sextilius",phi0644,"PrimaryAuthors/E/Ena, Sextilius/nr95-20968.mads.xml",,,published,,feed_aggregator,
urn:cite:perseus:author.552.1,Encolpius,stoa0113d,PrimaryAuthors/E/Encolpius/Encolpius.mads.xml,,,published,,feed_aggregator,
urn:cite:perseus:author.553.1,"Ennius, Quintus",stoa0114,"PrimaryAuthors/E/Ennius, Quintus/n79-109712.xml.mads.xml",phi0043,,published,,feed_aggregator,
urn:cite:perseus:author.554.1,"Ennodius, Magnus Felix Saint 474-521",stoa0114a,PrimaryAuthors/E/Ennodius/n86-138079.xml.mads.xml,,,published,,feed_aggregator,
urn:cite:perseus:author.555.1,Ephippus Comicus um 370 v. Chr,tlg0450,PrimaryAuthors/E/Ephippus/ephippus.mads.xml,,,published,,feed_aggregator,
urn:cite:perseus:author.556.1,Ephorus,tlg0536,PrimaryAuthors/E/Ephorus/n81033797.madsxml.xml,,,published,,feed_aggregator,
urn:cite:perseus:author.557.1,"Ephraem Syrus, Saint 303-373",stoa0114b,PrimaryAuthors/E/Ephraem/n50-82928.xml.mads.xml,,,published,,feed_aggregator,
urn:cite:perseus:author.558.1,Epicharmus 5th cent. B.C,tlg0521,PrimaryAuthors/E/Epicharmus/n97-36148.xml.mads.xml,,,published,,feed_aggregator,
urn:cite:perseus:author.559.1,Epicrates Comicus 4. Jh. v. Chr,tlg0451,PrimaryAuthors/E/Epicrates/epicrates.mads.xml,,,published,,feed_aggregator,
urn:cite:perseus:author.560.1,Epictetus,tlg0557,PrimaryAuthors/E/Epictetus/n50-82929.xml.mads.xml,,"phi0557.phi001,phi0557.phi002,phi0557.phi003,phi0557.phi006",published,,feed_aggregator,
urn:cite:perseus:author.561.1,Epicurus,tlg0537,PrimaryAuthors/E/Epicurus/n79-121664.mads.xml,,,published,,feed_aggregator,
urn:cite:perseus:author.562.1,Epigenes Comicus 6./4. Jh. v. Chr,tlg0452,PrimaryAuthors/E/Epigenes/epigenes.mads.xml,,,published,,feed_aggregator,
urn:cite:perseus:author.563.1,Epigonus Thessalonicensis 1. Jh. v. Chr,tlg0179,PrimaryAuthors/E/Epigonus Epigrammaticus/Epigonus.mads.xml,,,published,,feed_aggregator,
urn:cite:perseus:author.564.1,Epilycus Comicus 5./4. Jh. v. Chr,tlg0453,PrimaryAuthors/E/Epilycus/Epilycus.mads.xml,,,published,,feed_aggregator,
urn:cite:perseus:author.565.1,Epinicus Comicus 3./2. Jh. v. Chr,tlg0454,PrimaryAuthors/E/Epinicus/Epinicus.mads.xml,,,published,,feed_aggregator,
urn:cite:perseus:author.566.1,"Erasmus, Desiderius d. 1536",stoa0115,"PrimaryAuthors/E/Erasmus, Desiderius/n79-55814.xml.mads.xml",,,published,,feed_aggregator,
urn:cite:perseus:author.567.1,Eratosthenes Scholasticus fl.6. Jh,tlg4063,PrimaryAuthors/E/Eratosthenes Scholasticus/EratosthenesScholasticus.mads.xml,,,published,,feed_aggregator,
urn:cite:perseus:author.568.1,Eratosthenes,tlg0222,PrimaryAuthors/E/Eratosthenes/n82-81073.xml.mads.xml,,,published,,feed_aggregator,
urn:cite:perseus:author.569.1,"Erigena, Johannes Scotus ca. 810-ca. 877",stoa0116a,"PrimaryAuthors/E/Erigena, Johannes Scotus/n50-38594.xml.mads.xml",,,published,,feed_aggregator,
urn:cite:perseus:author.570.1,Erinna,tlg1355,PrimaryAuthors/E/Erinna/n79-45090.xml.mads.xml,,,published,,feed_aggregator,
urn:cite:perseus:author.571.1,Eriphus Comicus 4. Jh. v. Chr,tlg0455,PrimaryAuthors/E/Eriphus/eriphus.mads.xml,,,published,,feed_aggregator,
urn:cite:perseus:author.572.1,Ermoldus Nigellus 9th cent,stoa0116b,PrimaryAuthors/E/Ermoldus Nigellus/nr97-2353.xml.mads.xml,,,published,,feed_aggregator,
urn:cite:perseus:author.573.1,Erotianus ca. 1. Jh,tlg0716,PrimaryAuthors/E/Erotianus/viaf268299270.mads.xml,,,published,,feed_aggregator,
urn:cite:perseus:author.574.1,Erycius Cyzicenus 1. Jh. v. Chr,tlg0180,PrimaryAuthors/E/Erycius/Erycius.mads.xml,,,published,,feed_aggregator,
urn:cite:perseus:author.575.1,Etruscus Epigrammaticus ca. 1. Jh. n. Chr,tlg0181,PrimaryAuthors/E/Etruscus/etruscus.mads.xml,,,published,,feed_aggregator,
urn:cite:perseus:author.576.1,Euboeus Parius 5./4. Jh. v. Chr,tlg1800,PrimaryAuthors/E/Euboeus Parius/Euboeus.mads.xml,,,published,,feed_aggregator,
urn:cite:perseus:author.577.1,Eubulides Comicus 4. Jh. v. Chr,tlg0457,PrimaryAuthors/E/Eubulides/Eubulides.mads.xml,,,published,,feed_aggregator,
urn:cite:perseus:author.578.1,Eubulus,tlg0458,PrimaryAuthors/E/Eubulus/n82-45871.mads.xml,,,published,,feed_aggregator,
urn:cite:perseus:author.579.1,Euclid,tlg1799,PrimaryAuthors/E/Euclid/n50-43341.mads.xml,,,published,,feed_aggregator,
urn:cite:perseus:author.580.1,Eudemus Naxius ca. 5.Jh.v.Chr,tlg2343,PrimaryAuthors/E/Eudemus Naxius/viaf66856127.mads.xml,,,published,,feed_aggregator,
urn:cite:perseus:author.581.1,Eudemus of Rhodes,tlg1357,PrimaryAuthors/E/Eudemus of Rhodes/n2002102662.madsxml.xml,,,published,,feed_aggregator,
urn:cite:perseus:author.582.1,"Eudocia Macrembolitissa Empress, consort of Romanus IV Diogenes, Emperor of            the East b. 1021",,PrimaryAuthors/E/Eudocia Macrembolitissa/n88-53027.mads.xml,,,published,,feed_aggregator,
urn:cite:perseus:author.583.1,Eudoxus Comicus 4./3. Jh. v. Chr,tlg0399,PrimaryAuthors/E/Eudoxus /EudoxusComicus.mads.xml,,,published,,feed_aggregator,
urn:cite:perseus:author.584.1,Eudoxus of Cnidus ca. 400-ca. 350 B.C,tlg1358,"PrimaryAuthors/E/Eudoxus of Cnidus, ca. 400-ca 350 B.C./n85-11976.mads.xml",,,published,,feed_aggregator,
urn:cite:perseus:author.585.1,Eudromus Philosophus 2. Jh. v. Chr,tlg2399,PrimaryAuthors/E/Eudromus/Eudromus.mads.xml,,,published,,feed_aggregator,
urn:cite:perseus:author.586.1,Eugaeon Samius 5. Jh. v. Chr,tlg2372,PrimaryAuthors/E/Eugaeon Samius/viaf398849.mads.xml,,,published,,feed_aggregator,
urn:cite:perseus:author.587.1,Eugenes Epigrammaticus 3. Jh. v. Chr,tlg0184,PrimaryAuthors/E/Eugenes/eugenes.mads.xml,,,published,,feed_aggregator,
urn:cite:perseus:author.588.1,Eugippius,stoa0119,PrimaryAuthors/E/Eugippius/n86-42983.xml.mads.xml,,,published,,feed_aggregator,
urn:cite:perseus:author.589.1,Eugraphius active 6th century,stoa0119a,PrimaryAuthors/E/Eugraphius/no2002104393.madsxml.xml,,,published,,feed_aggregator,
urn:cite:perseus:author.590.1,Eumedes Comicus 2./1. Jh. v. Chr,tlg1361,PrimaryAuthors/E/Eumedes/EumedesComicus.mads.xml,,,published,,feed_aggregator,
urn:cite:perseus:author.591.1,Eumelus Corinthius 8./7. Jh. v. Chr,tlg0298,PrimaryAuthors/E/Eumelus/Eumelus.mads.xml,,,published,,feed_aggregator,
urn:cite:perseus:author.592.1,Eumenius Panegyricus fl.um 300,stoa0120a,PrimaryAuthors/E/Eumenius Panegyricus/viaf34801256.mads.xml,,,published,,feed_aggregator,
urn:cite:perseus:author.593.1,Eunapius ca. 345-ca. 420,tlg2050,PrimaryAuthors/E/Eunapius/n84-80834.xml.mads.xml,,,published,,feed_aggregator,
urn:cite:perseus:author.594.1,Eunicus Comicus 5. Jh. v. Chr,tlg0459,PrimaryAuthors/E/Eunicus Comicus/EunicusComicus.mads.xml,,,published,,feed_aggregator,
urn:cite:perseus:author.595.1,Euphanes Comicus 4./2. Jh. v. Chr,tlg0396,PrimaryAuthors/E/Euphanes/Euphanes.mads.xml,,,published,,feed_aggregator,
urn:cite:perseus:author.596.1,Euphorion of Chalcis b. ca. 276 B.C,tlg0221,PrimaryAuthors/E/Euphorion/n2003-52022.xml.mads.xml,,,published,,feed_aggregator,
urn:cite:perseus:author.597.1,Euphro Comicus 3. Jh. v. Chr,tlg0460,PrimaryAuthors/E/Euphro Comicus/EuphroComicus.mads.xml,,,published,,feed_aggregator,
urn:cite:perseus:author.598.1,Euphronius fl. 520-470 B.C,tlg0210,PrimaryAuthors/E/Euphronius/no91-1652.xml.mads.xml,,,published,,feed_aggregator,
urn:cite:perseus:author.599.1,Eupithius Atheniensis 3. Jh. n. Chr,tlg2129,PrimaryAuthors/E/Eupithius/Eupithius.mads.xml,,,published,,feed_aggregator,
urn:cite:perseus:author.600.1,Eupolis ca. 446-411 B.C,tlg0461,PrimaryAuthors/E/Eupolis/n83-13974.mads.xml,,,published,,feed_aggregator,
urn:cite:perseus:author.601.1,Euripides,tlg0006,PrimaryAuthors/E/Euripides/n79-63679.xml.mads.xml,,tlg1367.tlg001,published,,feed_aggregator,
urn:cite:perseus:author.602.1,Eusebius Historicus 3. Jh. n. Chr,tlg2146,PrimaryAuthors/E/Eusebius Historicus/EusebiusHistoricus.mads.xml,,,published,,feed_aggregator,
urn:cite:perseus:author.603.1,"Eusebius of Caesarea, Bishop of Caesarea ca. 260-ca. 340",tlg2018,PrimaryAuthors/E/Eusebius/n79-150225.xml.mads.xml,,,published,,feed_aggregator,
urn:cite:perseus:author.604.1,Eustathius Archbishop of Thessalonica d. ca. 1194,tlg4083,"PrimaryAuthors/E/Eustathius, Archibishop of Thessalonica/n84-111351.mads.xml",,,published,,feed_aggregator,
urn:cite:perseus:author.605.1,Eustathius Epiphaniensis 5. bzw. 5./6. Jh. n. Chr,tlg2637,PrimaryAuthors/E/Eustathius Epiphaniensis/EustathiusEpiphaniensis.mads.xml,,,published,,feed_aggregator,
urn:cite:perseus:author.606.1,Eustathius Macrembolites 12th cent,tlg3072,PrimaryAuthors/E/Eustathius/n87-911061.xml.mads.xml,,,published,,feed_aggregator,
urn:cite:perseus:author.607.1,Eustratius Metropolitan of Nicaea,tlg4031,"PrimaryAuthors/E/Eustratius, Metropolitan of Nicaea/n2002098935.madsxml.xml",,,published,,feed_aggregator,
urn:cite:perseus:author.608.1,Euthycles Comicus 5./4. Jh. v. Chr,tlg0462,PrimaryAuthors/E/Euthycles/Euthycles.mads.xml,,,published,,feed_aggregator,
urn:cite:perseus:author.609.1,Eutocius of Ascalon,tlg4072,PrimaryAuthors/E/Eutocius of Ascalon/n85-56938.mads.xml,,,published,,feed_aggregator,
urn:cite:perseus:author.610.1,Eutolmius Epigrammaticus 4./5. Jh. n. Chr,tlg4068,PrimaryAuthors/E/Eutolmius /EutolmiusEpigrammaticus.mads.xml,,,published,,feed_aggregator,
urn:cite:perseus:author.611.1,Eutropius 4th cent,stoa0121,PrimaryAuthors/E/Eutropius/n85-83031.mads.xml,,,published,,feed_aggregator,
urn:cite:perseus:author.612.1,Eutychianus Cappadox 4. Jh. n. Chr,tlg2158,PrimaryAuthors/E/Eutychianus/Eutychianus.mads.xml,,,published,,feed_aggregator,
urn:cite:perseus:author.613.1,Evagrius Ponticus 345?-399,,PrimaryAuthors/E/Evagrius/n86-119200.xml.mads.xml,,,published,,feed_aggregator,
urn:cite:perseus:author.614.1,Evangelus Comicus ca. 4. Jh. v. Chr,tlg0456,PrimaryAuthors/E/Evangelus Comicus/EvangelusComicus.mads.xml,,,published,,feed_aggregator,
urn:cite:perseus:author.615.1,Evenus Ascalonius 1. Jh. v. Chr,tlg0182,PrimaryAuthors/E/Evenus Ascalonius (Euenus of Ascalon)/EvenusAscalonius.mads.xml,,,published,,feed_aggregator,
urn:cite:perseus:author.616.1,Evenus Atheniensis 1. Jh. v. Chr,tlg0183,PrimaryAuthors/E/Evenus Atheniensis/EvenusAtheniensis.mads.xml,,,published,,feed_aggregator,
urn:cite:perseus:author.617.1,Evenus Parius 5./4. Jh. v. Chr,tlg0251,PrimaryAuthors/E/Evenus Parius/EvenusParius.mads.xml,,,published,,feed_aggregator,
urn:cite:perseus:author.618.1,Evodus Epigrammaticus 2./3. Jh. n. Chr,tlg0185,PrimaryAuthors/E/Evodus Epigrammaticus/EvodusEpigrammaticus.mads.xml,,,published,,feed_aggregator,
